Title="Input data for auralization"
Variables="Freq","Level"
##########################################
# retarded time	=      5.2021
# source time	=      0.1000
# speed of sound=    342.4376
# xpos	=  -1697.6000
# ypos	=      0.1000
# alt	=    414.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     32.5427
# phiy  =      0.0000
# dist  =   1747.1634
# distxy=   1697.6000
# vel   =     86.0000
# n1    =     89.8520
##########################################
ZONE T="time=        5.20 airframe broadband" I=31 F=POINT
    130.4442    118.8788
    163.0552    119.2478
    208.7107    119.4939
    260.8884    119.5036
    326.1105    119.3972
    410.8992    119.1163
    521.7767    118.5818
    652.2209    117.9695
    821.7983    117.3431
   1043.5534    116.7101
   1304.4418    116.2643
   1630.5523    116.2028
   2087.1069    116.7529
   2608.8836    117.6973
   3261.1045    118.7919
   4108.9917    119.8648
   5217.7672    120.7566
   6522.2090    121.3058
   8217.9834    121.5477
  10435.5344    121.4281
  13044.4180    120.9721
  16305.5226    120.1775
  20871.0689    118.8990
  26088.8361    117.3840
ZONE T="time=        6.04 engine buzzsaw noise" I=31 F=POINT
     26.0888     89.4710
     32.6110     89.4710
     41.0899     89.4710
     52.1777     89.4710
     65.2221     89.4710
     82.1798     92.5207
    104.3553     95.6963
    130.4442     98.6954
    163.0552    101.7423
    208.7107    105.1957
    260.8884    108.4239
    326.1105    111.7895
    410.8992    115.4581
    521.7767    118.0085
    652.2209    121.8030
    821.7983    126.5331
   1043.5534    124.7053
   1304.4418    122.1055
   1630.5523    122.5718
   2087.1069    120.8943
   2608.8836    117.8850
   3261.1045    114.9111
   4108.9917    111.8557
   5217.7672    108.7143
   6522.2090    105.7899
   8217.9834    102.7675
  10435.5344     99.6477
  13044.4180     96.7361
  16305.5226     93.8260
  20871.0689     90.6078
  26088.8361     87.6994
ZONE T="time=        6.04  fan harmonics" I=5 F=POINT
   3516.2557    139.0863
   7032.5114    130.1290
  10548.7671    115.8259
  14065.0228    106.8259
  17581.2785     97.8259
##########################################
# retarded time	=      6.2093
# source time	=      1.4000
# speed of sound=    342.4139
# xpos	=  -1590.8000
# ypos	=      0.1000
# alt	=    426.9000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     34.0150
# phiy  =      0.0000
# dist  =   1646.7742
# distxy=   1590.8000
# vel   =     86.0000
# n1    =     89.8933
##########################################
ZONE T="time=        6.21 airframe broadband" I=31 F=POINT
     26.0814    100.8090
     32.6018    101.7781
     41.0783    102.7818
     52.1629    103.8193
     65.2036    104.7884
     82.1565    105.7921
    104.3257    106.8296
    130.4072    107.7987
    163.0090    108.7678
    208.6515    109.1022
    260.8144    109.1462
    326.0180    108.8811
    410.7826    108.0739
    521.6287    107.0364
    652.0359    106.0673
    821.5653    105.0636
   1043.2575    104.0261
   1304.0718    103.0570
   1630.0898    102.0879
   2086.5149    101.0158
   2608.1437    100.0467
   3260.1796     99.0776
   4107.8263     98.0739
   5216.2874     97.0364
   6520.3592     96.0673
   8215.6526     95.0636
  10432.5747     94.0261
  13040.7184     93.0570
  16300.8980     92.0879
  20865.1495     91.0158
  26081.4368     90.0467
ZONE T="time=        6.21 engine broadband (no buzzsaw)" I=31 F=POINT
     26.0814    116.5977
     32.6018    116.5977
     41.0783    116.5977
     52.1629    116.5977
     65.2036    116.5977
     82.1565    117.5379
    104.3257    118.3251
    130.4072    118.8835
    163.0090    119.2525
    208.6515    119.4987
    260.8144    119.5085
    326.0180    119.4021
    410.7826    119.1212
    521.6287    118.5868
    652.0359    117.9745
    821.5653    117.3480
   1043.2575    116.7148
   1304.0718    116.2684
   1630.0898    116.2061
   2086.5149    116.7551
   2608.1437    117.6986
   3260.1796    118.7927
   4107.8263    119.8654
   5216.2874    120.7570
   6520.3592    121.3062
   8215.6526    121.5481
  10432.5747    121.4285
  13040.7184    120.9726
  16300.8980    120.1780
  20865.1495    118.8996
  26081.4368    117.3847
ZONE T="time=        6.21 engine buzzsaw noise" I=31 F=POINT
     26.0814     89.5135
     32.6018     89.5135
     41.0783     89.5135
     52.1629     89.5135
     65.2036     89.5135
     82.1565     92.5631
    104.3257     95.7385
    130.4072     98.7374
    163.0090    101.7841
    208.6515    105.2370
    260.8144    108.4647
    326.0180    111.8295
    410.7826    115.4973
    521.6287    118.0446
    652.0359    121.8371
    821.5653    126.5667
   1043.2575    124.7405
   1304.0718    122.1401
   1630.0898    122.6058
   2086.5149    120.9293
   2608.1437    117.9199
   3260.1796    114.9461
   4107.8263    111.8906
   5216.2874    108.7492
   6520.3592    105.8248
   8215.6526    102.8024
  10432.5747     99.6826
  13040.7184     96.7710
  16300.8980     93.8609
  20865.1495     90.6427
  26081.4368     87.7343
ZONE T="time=        6.21  fan harmonics" I=5 F=POINT
   3515.4136    139.0822
   7030.8273    130.1412
  10546.2409    115.8244
  14061.6546    106.8244
  17577.0682     97.8244
##########################################
# retarded time	=      6.2802
# source time	=      1.5000
# speed of sound=    342.4115
# xpos	=  -1580.1000
# ypos	=      0.1000
# alt	=    428.2000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     33.9849
# phiy  =      0.0000
# dist  =   1636.7789
# distxy=   1580.1000
# vel   =     86.0000
# n1    =     89.8976
##########################################
ZONE T="time=        6.28 airframe broadband" I=31 F=POINT
     26.0832    100.8100
     32.6040    101.7791
     41.0810    102.7828
     52.1663    103.8203
     65.2079    104.7894
     82.1620    105.7931
    104.3327    106.8306
    130.4159    107.7997
    163.0198    108.7688
    208.6654    109.1032
    260.8317    109.1472
    326.0396    108.8820
    410.8099    108.0748
    521.6634    107.0374
    652.0793    106.0683
    821.6199    105.0645
   1043.3269    104.0271
   1304.1586    103.0580
   1630.1982    102.0889
   2086.6537    101.0168
   2608.3171    100.0477
   3260.3964     99.0786
   4108.0995     98.0748
   5216.6343     97.0374
   6520.7928     96.0683
   8216.1990     95.0645
  10433.2685     94.0271
  13041.5857     93.0580
  16301.9821     92.0889
  20866.5371     91.0168
  26083.1713     90.0477
ZONE T="time=        6.28 engine broadband (no buzzsaw)" I=31 F=POINT
     26.0832    116.5975
     32.6040    116.5975
     41.0810    116.5975
     52.1663    116.5975
     65.2079    116.5975
     82.1620    117.5379
    104.3327    118.3252
    130.4159    118.8837
    163.0198    119.2529
    208.6654    119.4993
    260.8317    119.5091
    326.0396    119.4029
    410.8099    119.1222
    521.6634    118.5879
    652.0793    117.9756
    821.6199    117.3492
   1043.3269    116.7159
   1304.1586    116.2693
   1630.1982    116.2065
   2086.6537    116.7548
   2608.3171    117.6979
   3260.3964    118.7916
   4108.0995    119.8642
   5216.6343    120.7558
   6520.7928    121.3050
   8216.1990    121.5469
  10433.2685    121.4274
  13041.5857    120.9715
  16301.9821    120.1770
  20866.5371    118.8987
  26083.1713    117.3838
ZONE T="time=        6.28 engine buzzsaw noise" I=31 F=POINT
     26.0832     89.5066
     32.6040     89.5066
     41.0810     89.5066
     52.1663     89.5066
     65.2079     89.5066
     82.1620     92.5561
    104.3327     95.7314
    130.4159     98.7301
    163.0198    101.7765
    208.6654    105.2289
    260.8317    108.4560
    326.0396    111.8201
    410.8099    115.4868
    521.6634    118.0308
    652.0793    121.8211
    821.6199    126.5502
   1043.3269    124.7258
   1304.1586    122.1248
   1630.1982    122.5898
   2086.6537    120.9142
   2608.3171    117.9049
   3260.3964    114.9310
   4108.0995    111.8755
   5216.6343    108.7341
   6520.7928    105.8097
   8216.1990    102.7873
  10433.2685     99.6675
  13041.5857     96.7559
  16301.9821     93.8458
  20866.5371     90.6276
  26083.1713     87.7193
ZONE T="time=        6.28  fan harmonics" I=5 F=POINT
   3515.8168    139.0809
   7031.6335    130.1364
  10547.4503    115.8224
  14063.2670    106.8224
  17579.0838     97.8224
##########################################
# retarded time	=      6.3509
# source time	=      1.6000
# speed of sound=    342.4092
# xpos	=  -1569.4000
# ypos	=      0.1000
# alt	=    429.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     33.9776
# phiy  =      0.0000
# dist  =   1626.7672
# distxy=   1569.4000
# vel   =     86.0000
# n1    =     89.9016
##########################################
ZONE T="time=        6.35 airframe broadband" I=31 F=POINT
     26.0836    100.8101
     32.6045    101.7792
     41.0817    102.7829
     52.1673    103.8204
     65.2091    104.7895
     82.1634    105.7932
    104.3345    106.8307
    130.4182    107.7998
    163.0227    108.7689
    208.6690    109.1033
    260.8363    109.1473
    326.0454    108.8821
    410.8172    108.0750
    521.6726    107.0375
    652.0908    106.0684
    821.6344    105.0647
   1043.3452    104.0272
   1304.1815    103.0581
   1630.2269    102.0890
   2086.6904    101.0169
   2608.3630    100.0478
   3260.4538     99.0787
   4108.1718     98.0750
   5216.7261     97.0375
   6520.9076     96.0684
   8216.3435     95.0647
  10433.4521     94.0272
  13041.8151     93.0581
  16302.2689     92.0890
  20866.9042     91.0169
  26083.6303     90.0478
ZONE T="time=        6.35 engine broadband (no buzzsaw)" I=31 F=POINT
     26.0836    116.5979
     32.6045    116.5979
     41.0817    116.5979
     52.1673    116.5979
     65.2091    116.5979
     82.1634    117.5384
    104.3345    118.3259
    130.4182    118.8845
    163.0227    119.2538
    208.6690    119.5003
    260.8363    119.5103
    326.0454    119.4041
    410.8172    119.1237
    521.6726    118.5895
    652.0908    117.9772
    821.6344    117.3507
   1043.3452    116.7174
   1304.1815    116.2705
   1630.2269    116.2072
   2086.6904    116.7548
   2608.3630    117.6975
   3260.4538    118.7909
   4108.1718    119.8633
   5216.7261    120.7549
   6520.9076    121.3040
   8216.3435    121.5460
  10433.4521    121.4265
  13041.8151    120.9707
  16302.2689    120.1763
  20866.9042    118.8981
  26083.6303    117.3833
ZONE T="time=        6.35 engine buzzsaw noise" I=31 F=POINT
     26.0836     89.5064
     32.6045     89.5064
     41.0817     89.5064
     52.1673     89.5064
     65.2091     89.5064
     82.1634     92.5559
    104.3345     95.7310
    130.4182     98.7296
    163.0227    101.7756
    208.6690    105.2277
    260.8363    108.4542
    326.0454    111.8175
    410.8172    115.4833
    521.6726    118.0242
    652.0908    121.8125
    821.6344    126.5411
   1043.3452    124.7184
   1304.1815    122.1168
   1630.2269    122.5811
   2086.6904    120.9065
   2608.3630    117.8972
   3260.4538    114.9233
   4108.1718    111.8678
   5216.7261    108.7263
   6520.9076    105.8020
   8216.3435    102.7795
  10433.4521     99.6598
  13041.8151     96.7481
  16302.2689     93.8381
  20866.9042     90.6199
  26083.6303     87.7115
ZONE T="time=        6.35  fan harmonics" I=5 F=POINT
   3516.0349    139.0794
   7032.0698    130.1341
  10548.1048    115.8207
  14064.1397    106.8207
  17580.1746     97.8207
##########################################
# retarded time	=      6.5221
# source time	=      1.8000
# speed of sound=    342.4067
# xpos	=  -1558.8000
# ypos	=      0.1000
# alt	=    430.7000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     34.1209
# phiy  =      0.0000
# dist  =   1616.8883
# distxy=   1558.8000
# vel   =     86.0000
# n1    =     89.9060
##########################################
ZONE T="time=        6.52 airframe broadband" I=31 F=POINT
     26.0757    100.8047
     32.5947    101.7738
     41.0693    102.7775
     52.1515    103.8150
     65.1893    104.7841
     82.1386    105.7878
    104.3029    106.8253
    130.3787    107.7944
    162.9734    108.7635
    208.6059    109.0979
    260.7574    109.1419
    325.9467    108.8767
    410.6928    108.0695
    521.5147    107.0320
    651.8934    106.0629
    821.3857    105.0592
   1043.0294    104.0217
   1303.7868    103.0526
   1629.7335    102.0835
   2086.0589    101.0114
   2607.5736    100.0423
   3259.4670     99.0732
   4106.9284     98.0695
   5215.1472     97.0320
   6518.9340     96.0629
   8213.8569     95.0592
  10430.2944     94.0217
  13037.8680     93.0526
  16297.3350     92.0835
  20860.5888     91.0114
  26075.7360     90.0423
ZONE T="time=        6.52 engine broadband (no buzzsaw)" I=31 F=POINT
     26.0757    116.6027
     32.5947    116.6027
     41.0693    116.6027
     52.1515    116.6027
     65.1893    116.6027
     82.1386    117.5432
    104.3029    118.3308
    130.3787    118.8895
    162.9734    119.2588
    208.6059    119.5054
    260.7574    119.5155
    325.9467    119.4094
    410.6928    119.1290
    521.5147    118.5948
    651.8934    117.9825
    821.3857    117.3560
   1043.0294    116.7224
   1303.7868    116.2750
   1629.7335    116.2108
   2086.0589    116.7572
   2607.5736    117.6989
   3259.4670    118.7918
   4106.9284    119.8638
   5215.1472    120.7553
   6518.9340    121.3044
   8213.8569    121.5464
  10430.2944    121.4270
  13037.8680    120.9712
  16297.3350    120.1769
  20860.5888    118.8987
  26075.7360    117.3840
ZONE T="time=        6.52 engine buzzsaw noise" I=31 F=POINT
     26.0757     89.5516
     32.5947     89.5516
     41.0693     89.5516
     52.1515     89.5516
     65.1893     89.5516
     82.1386     92.6009
    104.3029     95.7760
    130.3787     98.7743
    162.9734    101.8201
    208.6059    105.2716
    260.7574    108.4975
    325.9467    111.8601
    410.6928    115.5249
    521.5147    118.0624
    651.8934    121.8485
    821.3857    126.5766
   1043.0294    124.7557
   1303.7868    122.1535
   1629.7335    122.6171
   2086.0589    120.9435
   2607.5736    117.9341
   3259.4670    114.9602
   4106.9284    111.9047
   5215.1472    108.7633
   6518.9340    105.8389
   8213.8569    102.8165
  10430.2944     99.6967
  13037.8680     96.7851
  16297.3350     93.8751
  20860.5888     90.6568
  26075.7360     87.7485
ZONE T="time=        6.52  fan harmonics" I=5 F=POINT
   3515.1401    139.0750
   7030.2801    130.1470
  10545.4202    115.8190
  14060.5603    106.8190
  17575.7003     97.8190
##########################################
# retarded time	=      6.5930
# source time	=      1.9000
# speed of sound=    342.4044
# xpos	=  -1548.1000
# ypos	=      0.1000
# alt	=    431.9000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     34.4099
# phiy  =      0.0000
# dist  =   1606.8964
# distxy=   1548.1000
# vel   =     86.0000
# n1    =     89.9100
##########################################
ZONE T="time=        6.59 airframe broadband" I=31 F=POINT
     26.0596    100.7937
     32.5745    101.7628
     41.0439    102.7665
     52.1192    103.8040
     65.1490    104.7731
     82.0878    105.7768
    104.2385    106.8143
    130.2981    107.7834
    162.8726    108.7525
    208.4769    109.0869
    260.5962    109.1309
    325.7452    108.8658
    410.4389    108.0586
    521.1923    107.0211
    651.4904    106.0520
    820.8779    105.0483
   1042.3846    104.0108
   1302.9808    103.0417
   1628.7260    102.0726
   2084.7692    101.0005
   2605.9615    100.0314
   3257.4519     99.0623
   4104.3894     98.0586
   5211.9231     97.0211
   6514.9038     96.0520
   8208.7788     95.0483
  10423.8461     94.0108
  13029.8077     93.0417
  16287.2596     92.0726
  20847.6923     91.0005
  26059.6153     90.0314
ZONE T="time=        6.59 engine broadband (no buzzsaw)" I=31 F=POINT
     26.0596    116.6118
     32.5745    116.6118
     41.0439    116.6118
     52.1192    116.6118
     65.1490    116.6118
     82.0878    117.5523
    104.2385    118.3398
    130.2981    118.8985
    162.8726    119.2678
    208.4769    119.5144
    260.5962    119.5244
    325.7452    119.4183
    410.4389    119.1378
